N°DPE,Date_établissement_DPE,Etiquette_DPE,Etiquette_GES,Surface_habitable_logement,Type_bâtiment,Année_construction,Adresse_(BAN),Code_postal_(BAN),Code_INSEE_(BAN),Identifiant__BAN,Score_BAN,Conso_5_usages_par_m²_é_primaire,Emission_GES_5_usages_par_m²,Coordonnée_cartographique_X_(BAN),Coordonnée_cartographique_Y_(BAN),id_parcelle_rapprochee
2317E0000541,2023-03-10,D,C,197.0,maison,1975,164 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_5920_00164,0.95,180.0,12.35,-0.9628,45.9414,17300000Z0757
2333E0000446,2024-11-07,F,D,71.0,appartement,2019,70 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_2290_00070,0.88,358.6,28.58,-0.5792,44.8378,33063000Z0612
2317E0000844,2022-04-20,D,F,66.0,appartement,1890,65 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_2204_00065,0.88,203.4,16.68,-0.9628,45.9414,17300000E0666
COR-ET0,2022-10-07,N,C,79.0,appartement,1930,16 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_3243_00016,0.88,207.5,15.93,-0.9628,45.9414,17300000C0517
2333E0000714,2022-06-19,F,G,52.0,maison,2019,180 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_9891_00180,0.95,361.1,12.4,-0.5792,44.8378,33063000C0433
2324E0000566,2023-02-15,E,F,74.0,appartement,1975,111 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7910_00111,0.95,316.4,16.52,0.557,45.087,24016000D0458
2317E0000647,2023-11-04,F,D,94.0,maison,1890,84 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_2723_00084,0.95,407.1,17.88,-0.9628,45.9414,17300000Z0778
2333E0000463,2024-04-13,G,E,149.0,maison,1983,34 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_4188_00034,0.88,411.9,11.14,-0.5792,44.8378,33063000E0568
2317E0000087,2020-09-01,C,G,49.0,maison,1930,49 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_9144_00049,0.95,140.6,10.83,-0.9628,45.9414,17300000A0914
2324E0000014,2022-12-21,C,E,83.0,maison,,180 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2653_00180,0.95,157.7,4.2,0.557,45.087,24016000B0213
2333E0000139,2023-07-07,F,E,105.2,appartement,1994,28 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_5992_00028,0.92,371.2,9.86,-0.5792,44.8378,33063000D0029
2324E0000464,2022-10-02,F,E,83.0,appartement,,26 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3131_00026,0.88,306.1,7.49,0.557,45.087,24016000A0958
2317E0000849,2023-06-02,D,C,57.0,appartement,1975,27 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_1819_00027,0.92,198.5,10.04,-0.9628,45.9414,17300000D0756
2317E0000334,2021-09-08,F,A,,maison,1994,144 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_2066_00144,0.95,411.6,11.87,-0.9628,45.9414,17300000C0126
2324E0000686,2023-07-10,D,D,191.0,maison,2011,180 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5095_00180,0.95,219.6,8.8,0.557,45.087,24016000C0925
2333E0000039,2022-09-21,A,D,104.0,maison,1975,86 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_2709_00086,0.95,65.4,4.85,-0.5792,44.8378,33063000A0716
2317E0000892,2023-04-13,C,D,281.8,maison,1890,48 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_7133_00048,0.71,153.9,7.4,-0.9628,45.9414,17300000Z0886
2333E0000638,2022-05-19,F,E,41.0,appartement,2011,41 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_9127_00041,0.98,372.2,31.09,-0.5792,44.8378,33063000B0411
2324E0000403,2021-04-29,D,E,142.0,maison,1975,64 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6712_00064,0.88,207.0,14.57,0.557,45.087,24016000Z0383
2317E0000381,2022-08-27,E,E,79.0,appartement,2003,14 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_4610_00014,0.98,319.5,15.19,-0.9628,45.9414,17300000C0766
2324E0000154,2024-01-09,G,F,32.0,appartement,1930,7 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3124_00007,0.98,446.3,37.1,0.557,45.087,24016000A0820
2333E0000652,2021-10-29,G,F,83.0,appartement,1975,153 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_8863_00153,0.88,459.1,39.81,-0.5792,44.8378,33063000B0778
2317E0000469,2021-07-12,F,D,90.0,appartement,1975,72 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_2764_00072,0.71,316.7,12.63,-0.9628,45.9414,17300000D0638
2324E0000656,2023-04-05,E,F,91.0,appartement,1930,15 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4522_00015,0.92,255.0,9.31,0.557,45.087,24016000E0612
2317E0000188,2021-12-24,A,E,69.0,appartement,1994,79 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_8315_00079,0.55,62.7,1.67,-0.9628,45.9414,17300000E0404
2333E0000205,2024-02-14,B,E,80.0,appartement,2011,95 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_9625_00095,0.98,99.5,8.19,-0.5792,44.8378,33063000A0056
2317E0000837,2023-02-11,D,G,,appartement,2019,8 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_7988_00008,0.92,185.4,6.91,-0.9628,45.9414,17300000D0127
2333E0000643,2023-08-13,D,E,108.0,maison,2003,116 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_8286_00116,0.71,224.1,6.25,-0.5792,44.8378,33063000A0663
2317E0000722,2021-10-03,A,F,58.0,appartement,2019,16 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_5637_00016,0.92,53.7,1.26,-0.9628,45.9414,17300000B0654
2317E0000705,2023-01-17,E,D,64.0,appartement,1983,165 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_7665_00165,0.88,298.8,26.76,-0.9628,45.9414,17300000B0384
2324E0000133,2021-03-04,D,C,103.0,maison,,137 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9152_00137,0.98,188.7,16.05,0.557,45.087,24016000D0660
2324E0000346,2021-08-15,F,D,74.0,appartement,1994,71 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6523_00071,0.98,405.5,14.88,0.557,45.087,24016000D0258
2333E0000182,2023-07-31,E,D,88.0,maison,1994,135 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_6258_00135,0.71,320.7,20.85,-0.5792,44.8378,33063000E0955
2333E0000662,2024-10-14,F,E,,appartement,2011,27 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_2929_00027,0.71,315.4,22.26,-0.5792,44.8378,33063000D0343
2333E0000550,2025-01-04,D,D,71.0,appartement,2003,162 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_4197_00162,0.95,227.0,11.95,-0.5792,44.8378,33063000A0362
2333E0000697,2022-04-22,G,C,32.0,appartement,,159 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_2741_00159,0.71,518.2,43.29,-0.5792,44.8378,33063000E0896
2333E0000703,2021-02-22,E,E,87.0,appartement,2003,150 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_9916_00150,0.98,286.2,12.54,-0.5792,44.8378,33063000A0720
2317E0000839,2020-09-07,E,E,165.0,maison,1983,148 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_9058_00148,0.88,270.9,16.23,-0.9628,45.9414,17300000A0723
2333E0000054,2022-05-26,E,D,76.0,maison,,101 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_1815_00101,0.71,253.6,10.16,-0.5792,44.8378,33063000B0997
2317E0000422,2023-08-09,D,D,93.0,appartement,1962,99 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_9287_00099,0.98,189.9,5.52,-0.9628,45.9414,17300000D0300
2324E0000251,2022-03-10,D,F,93.0,maison,,82 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2239_00082,0.98,191.3,10.74,0.557,45.087,24016000D0522
2333E0000279,2023-03-08,E,D,93.0,appartement,1930,168 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_5586_00168,0.92,303.8,24.76,-0.5792,44.8378,33063000E0124
2324E0000680,2023-10-30,F,D,124.0,maison,1983,167 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7429_00167,0.88,340.0,21.81,0.557,45.087,24016000C0546
2317E0000875,2022-02-27,G,D,47.0,appartement,1962,2 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_8029_00002,0.98,518.9,33.13,-0.9628,45.9414,17300000E0084
2333E0000443,2025-03-26,F,F,201.0,maison,2011,95 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_3519_00095,0.98,410.3,11.3,-0.5792,44.8378,33063000Z0970
2324E0000037,2020-11-27,E,E,109.0,maison,2003,119 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7501_00119,0.55,288.1,12.86,0.557,45.087,24016000C0665
2324E0000367,2024-05-05,D,D,194.0,maison,2019,11 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7572_00011,0.55,195.7,11.74,0.557,45.087,24016000C0634
2333E0000070,2022-11-24,D,D,93.0,appartement,1983,158 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_4096_00158,0.95,174.6,6.18,-0.5792,44.8378,33063000E0687
2324E0000452,2024-05-08,C,F,63.6,appartement,1890,22 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7070_00022,0.92,134.4,5.74,0.557,45.087,24016000E0266
2333E0000359,2024-01-28,E,E,194.0,maison,1983,178 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_7701_00178,0.88,307.7,25.63,-0.5792,44.8378,33063000B0742
2317E0000481,2024-05-11,D,F,131.8,appartement,1890,123 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_9882_00123,0.88,179.0,3.97,-0.9628,45.9414,17300000B0511
2333E0000287,2023-04-24,E,E,38.0,appartement,1975,157 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_6757_00157,0.92,245.7,14.43,-0.5792,44.8378,33063000B0755
2317E0000746,2021-04-11,D,E,104.0,maison,1975,74 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_8900_00074,0.92,179.1,7.1,-0.9628,45.9414,17300000C0190
2317E0000046,2023-03-22,C,D,76.0,appartement,1962,137 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_4937_00137,0.88,154.3,7.46,-0.9628,45.9414,17300000E0488
2317E0000851,2021-05-25,E,D,48.0,appartement,2003,104 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_7229_00104,0.55,272.0,10.56,-0.9628,45.9414,17300000D0012
2333E0000284,2023-01-11,E,D,178.0,maison,1962,84 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_8311_00084,0.98,271.8,8.29,-0.5792,44.8378,33063000C0887
2324E0000813,2024-03-08,C,D,145.0,maison,2011,146 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9713_00146,0.88,137.8,10.98,0.557,45.087,24016000B0845
2324E0000310,2023-08-26,E,G,195.0,maison,1930,55 ALLEE DES CHENES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6012_00055,0.88,273.5,7.37,0.557,45.087,24016000B0809
2333E0000135,2022-09-29,F,D,51.0,appartement,1994,135 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_1263_00135,0.88,341.4,23.41,-0.5792,44.8378,33063000A0614
2333E0000865,2024-04-26,B,E,96.0,maison,2019,16 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_9327_00016,0.71,78.7,7.03,-0.5792,44.8378,33063000B0357
2317E0000376,2024-12-25,E,E,82.0,appartement,1890,150 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_4162_00150,0.88,287.1,25.2,-0.9628,45.9414,17300000C0767
2333E0000267,2025-08-01,B,B,51.0,appartement,1975,121 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_6082_00121,0.92,98.2,3.12,-0.5792,44.8378,33063000E0907
2324E0000485,2021-11-15,D,D,75.0,appartement,1930,87 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5458_00087,0.92,186.3,16.63,0.557,45.087,24016000E0185
2317E0000560,2023-07-29,E,F,158.0,maison,1930,115 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_1900_00115,0.92,300.2,15.77,-0.9628,45.9414,17300000E0316
2317E0000075,2023-10-15,E,G,204.0,maison,,96 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_9502_00096,0.92,318.8,13.36,-0.9628,45.9414,17300000C0981
2333E0000034,2023-02-19,E,G,56.0,appartement,1983,4 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_6164_00004,0.98,267.2,23.69,-0.5792,44.8378,33063000Z0981
2324E0000771,2023-08-05,C,E,82.0,maison,1962,116 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9615_00116,0.88,130.8,8.7,0.557,45.087,24016000C0737
2324E0000526,2023-08-22,E,G,60.0,appartement,2019,56 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1667_00056,0.95,266.4,12.92,0.557,45.087,24016000C0423
2317E0000324,2022-02-02,D,F,89.0,appartement,1890,11 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_6756_00011,0.95,192.1,7.21,-0.9628,45.9414,17300000C0603
2333E0000556,2024-10-17,E,D,88.0,appartement,1975,63 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_5785_00063,0.92,292.1,13.03,-0.5792,44.8378,33063000A0561
2317E0000533,2023-08-27,E,B,31.0,appartement,,164 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_1989_00164,0.95,240.7,10.42,-0.9628,45.9414,17300000C0095
2333E0000080,2023-07-30,C,D,187.0,maison,2003,116 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_8255_00116,0.88,144.2,6.34,-0.5792,44.8378,33063000B0431
2324E0000278,2024-08-30,D,B,182.0,maison,1962,17 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5676_00017,0.88,174.2,5.07,0.557,45.087,24016000B0598
2324E0000441,2022-08-02,B,D,202.0,maison,2011,68 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5307_00068,0.88,90.4,2.74,0.557,45.087,24016000Z0135
2317E0000137,2024-01-01,G,F,151.0,maison,1975,39 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_3531_00039,0.71,525.9,45.4,-0.9628,45.9414,17300000C0327
2333E0000885,2022-12-27,F,G,67.0,appartement,1890,68 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_4004_00068,0.95,380.4,11.52,-0.5792,44.8378,33063000D0544
2333E0000519,2024-05-04,C,G,39.0,appartement,1890,46 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_9383_00046,0.92,150.7,7.88,-0.5792,44.8378,33063000A0942
2317E0000730,2023-01-27,G,E,84.0,maison,2019,166 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_4106_00166,0.95,419.5,17.06,-0.9628,45.9414,17300000Z0789
2333E0000359,2024-01-28,E,E,194.0,maison,1983,178 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_7701_00178,0.88,307.7,25.63,-0.5792,44.8378,33063000B0742
2317E0000617,2022-08-07,D,C,89.0,appartement,1962,171 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_7210_00171,0.98,171.6,5.11,-0.9628,45.9414,17300000C0126
2317E0000497,2023-04-21,C,E,207.0,maison,1983,71 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_6741_00071,0.98,125.5,9.78,-0.9628,45.9414,17300000D0211
2317E0000733,2024-05-05,G,B,134.0,maison,1930,158 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_1655_00158,0.95,434.6,31.64,-0.9628,45.9414,17300000D0818
2333E0000281,2023-03-26,F,D,188.0,maison,2011,98 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_1102_00098,0.95,387.8,11.26,-0.5792,44.8378,33063000C0120
2333E0000295,2021-12-25,C,D,41.8,appartement,1962,138 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_7908_00138,0.92,150.3,10.09,-0.5792,44.8378,33063000Z0167
2333E0000297,2023-09-13,E,G,89.0,maison,1962,5 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_2040_00005,0.92,295.7,26.26,-0.5792,44.8378,33063000B0306
2324E0000336,2023-01-23,D,F,149.0,maison,2019,135 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_9910_00135,0.71,199.1,10.46,0.557,45.087,24016000D0890
2333E0000629,2024-02-21,E,C,57.0,appartement,1962,156 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_8882_00156,0.95,278.7,16.52,-0.5792,44.8378,33063000A0684
2317E0000273,2024-07-04,B,E,57.7,appartement,1983,158 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_3110_00158,0.98,83.4,3.16,-0.9628,45.9414,17300000D0897
2317E0000742,2022-05-09,F,F,77.0,appartement,1994,122 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_5280_00122,0.92,395.1,32.44,-0.9628,45.9414,17300000B0630
2317E0000500,2023-07-29,D,C,77.0,appartement,1890,142 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_1298_00142,0.98,209.0,13.65,-0.9628,45.9414,17300000B0960
2324E0000008,2021-12-03,G,G,55.0,appartement,,132 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7243_00132,0.98,515.0,18.11,0.557,45.087,24016000D0638
2333E0000807,2023-07-18,C,D,91.0,appartement,1962,150 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_3721_00150,0.55,159.8,14.13,-0.5792,44.8378,33063000Z0473
2324E0000445,2022-06-13,F,E,74.0,maison,1975,67 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7975_00067,0.98,335.8,8.81,0.557,45.087,24016000D0259
2333E0000232,2022-03-12,D,D,106.0,maison,2019,140 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_1006_00140,0.95,203.0,10.84,-0.5792,44.8378,33063000B0194
2317E0000465,2022-01-04,B,E,86.0,maison,2019,80 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_2195_00080,0.98,95.2,3.21,-0.9628,45.9414,17300000Z0313
2317E0000762,2023-07-05,F,D,91.0,appartement,2011,48 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_6771_00048,0.98,340.9,10.05,-0.9628,45.9414,17300000C0123
2333E0000573,2024-10-08,D,E,,maison,1994,41 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_2284_00041,0.98,189.2,13.81,-0.5792,44.8378,33063000Z0335
2333E0000292,2022-10-02,C,C,64.0,appartement,1890,111 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_5104_00111,0.98,135.2,9.11,-0.5792,44.8378,33063000D0746
2317E0000530,2024-09-13,C,F,81.0,appartement,1890,116 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_1600_00116,0.92,142.9,5.58,-0.9628,45.9414,17300000D0843
2324E0000834,2023-01-22,C,D,,appartement,1983,55 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8096_00055,0.92,125.2,10.68,0.557,45.087,24016000A0615
2317E0000614,2021-08-12,C,C,38.0,appartement,1890,57 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_1855_00057,0.71,155.9,12.33,-0.9628,45.9414,17300000D0597
2324E0000197,2024-06-04,E,C,85.0,maison,2011,147 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4600_00147,0.92,248.2,12.4,0.557,45.087,24016000C0661
2324E0000492,2022-12-30,E,G,210.0,maison,2019,53 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5738_00053,0.98,239.7,12.77,0.557,45.087,24016000D0148
2317E0000676,2021-05-30,C,G,,appartement,1994,6 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_4830_00006,0.98,144.5,5.89,-0.9628,45.9414,17300000A0891
2317E0000362,2024-01-25,G,A,71.0,maison,1890,45 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_7712_00045,0.71,433.1,31.9,-0.9628,45.9414,17300000Z0719
2324E0000382,2022-02-02,D,D,174.0,maison,2003,125 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7762_00125,0.55,202.4,7.48,0.557,45.087,24016000A0039
2333E0000202,2024-01-20,D,F,55.3,appartement,,101 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_9767_00101,0.88,192.6,8.41,-0.5792,44.8378,33063000D0101
2333E0000136,2023-05-07,C,C,146.7,appartement,1962,178 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_6319_00178,0.92,133.7,8.77,-0.5792,44.8378,33063000D0251
2317E0000015,2023-04-07,E,C,62.0,appartement,2003,172 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_4811_00172,0.88,307.9,13.46,-0.9628,45.9414,17300000D0787
2333E0000887,2022-11-24,F,C,89.0,appartement,1930,58 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_9651_00058,0.95,331.7,14.52,-0.5792,44.8378,33063000Z0399
2333E0000611,2024-08-10,D,C,260.4,maison,2011,114 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_3947_00114,0.98,201.5,13.97,-0.5792,44.8378,33063000Z0154
2333E0000072,2022-08-08,C,F,73.0,maison,2011,73 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_8327_00073,0.71,136.8,8.22,-0.5792,44.8378,33063000A0212
2333E0000107,2023-01-16,F,B,73.0,maison,1962,64 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_4282_00064,0.98,385.8,11.49,-0.5792,44.8378,33063000C0833
2333E0000425,2024-08-03,G,C,61.0,appartement,,15 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_8403_00015,0.92,461.2,18.72,-0.5792,44.8378,33063000A0667
2317E0000408,2021-10-31,B,G,57.0,appartement,1994,148 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_7895_00148,0.71,81.6,2.54,-0.9628,45.9414,17300000B0701
2324E0000163,2023-01-25,C,A,160.0,appartement,1994,41 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5507_00041,0.95,142.9,6.41,0.557,45.087,24016000D0533
COR-DT5,0001-01-01x,D,E,108.0,maison,2003,5 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8924_00005,0.95,179.5,15.81,0.557,45.087,24016000B0476
2333E0000701,2022-09-14,C,F,167.0,maison,1962,79 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_1652_00079,0.98,126.2,8.35,-0.5792,44.8378,33063000D0061
COR-ET4,2022-06-22,-,C,63.0,appartement,2011,118 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_8793_00118,0.71,358.6,21.16,-0.5792,44.8378,33063000E0658
2324E0000341,2021-08-15,E,D,186.0,appartement,1983,125 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7087_00125,0.95,270.5,22.95,0.557,45.087,24016000A0368
2324E0000553,2023-08-18,F,D,186.0,maison,1930,111 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5727_00111,0.71,324.6,20.92,0.557,45.087,24016000C0387
2333E0000156,2023-06-07,D,E,95.0,appartement,1975,60 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_9654_00060,0.88,202.6,14.68,-0.5792,44.8378,33063000C0650
2317E0000144,2024-07-19,F,C,151.0,maison,1983,99 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_5323_00099,0.95,355.4,8.69,-0.9628,45.9414,17300000A0550
2317E0000147,2021-03-03,D,D,55.0,appartement,1975,40 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_2846_00040,0.98,184.7,10.19,-0.9628,45.9414,17300000B0572
2333E0000660,2025-06-06,D,G,89.0,appartement,2019,103 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_2213_00103,0.95,184.5,16.55,-0.5792,44.8378,33063000Z0896
2333E0000599,2022-10-15,F,E,194.0,maison,2003,155 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_1812_00155,0.95,342.3,21.07,-0.5792,44.8378,33063000A0609
2317E0000780,2023-05-08,F,E,58.0,appartement,1994,130 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_8493_00130,0.95,393.2,9.94,-0.9628,45.9414,17300000B0926
2317E0000144,2024-07-19,F,C,151.0,maison,1983,99 COURS DE L ARGONNE 17300 ROCHEFORT,17300,17300,17300_5323_00099,0.95,355.4,8.69,-0.9628,45.9414,17300000A0550
2324E0000029,2024-02-10,D,G,33.0,appartement,1962,9 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_4227_00009,0.95,175.6,6.87,0.557,45.087,24016000B0396
2324E0000022,2022-10-18,E,E,142.0,maison,1930,5 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6935_00005,0.88,284.1,13.79,0.557,45.087,24016000A0430
2333E0000314,2023-09-07,E,D,157.0,maison,1962,104 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_3705_00104,0.98,297.5,24.25,-0.5792,44.8378,33063000E0319
2317E0000118,2024-09-23,F,E,190.0,maison,1962,144 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_5468_00144,0.98,366.7,20.41,-0.9628,45.9414,17300000A0872
2333E0000726,2024-01-02,B,C,113.0,maison,1930,149 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_9827_00149,0.98,90.2,2.57,-0.5792,44.8378,33063000E0738
2324E0000321,2024-11-26,D,E,108.0,maison,2003,5 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8924_00005,0.95,179.5,15.81,0.557,45.087,24016000B0476
2333E0000857,2024-06-01,D,B,90.5,appartement,2019,39 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_4106_00039,0.95,171.6,14.79,-0.5792,44.8378,33063000B0027
2317E0000320,2024-10-17,C,D,88.0,appartement,1890,97 AVENUE THIERS 17300 ROCHEFORT,17300,17300,17300_5413_00097,0.88,124.6,9.19,-0.9628,45.9414,17300000Z0543
