id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
2023-100044,2024-07-11,1,Vente,77802.6,169,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000A0346,1,2,Appartement,37,2,,-0.959915,45.92629
2023-100519,2025-03-16,1,Vente,196618.45,46,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000A0942,1,2,Appartement,39,1,,-0.53891,44.872835
2023-100001,2024-05-21,1,Vente,343164.57,123,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0845,0,1,Maison,172,7,656,0.567619,45.120818
2023-100493,2024-12-13,1,Vente,101991.05,110,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0715,2,2,Appartement,69,3,,0.514406,45.114706
2023-100871,2024-04-28,1,Vente,111429.79,138,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000A0888,1,2,Appartement,47,2,,-0.925702,45.949672
2023-100010,2023-11-01,2,Vente,136803.09,13,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0588,1,2,Appartement,52,2,,-0.997017,45.967837
2023-100630,2024-11-14,1,Vente,201126.29,151,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000B0538,0,1,Maison,79,3,593,-1.011091,45.91754
2023-100300,2024-05-13,1,Vente,130880.28,149,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000Z0754,0,1,Maison,71,2,319,-0.991288,45.95966
2023-100264,2024-05-13,1,Vente,222089.9,43,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0167,0,1,Maison,124,5,1798,0.537425,45.116964
2023-100449,2023-01-03,1,Vente,154691.83,49,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0577,0,1,Maison,75,3,1440,0.530398,45.108144
2023-100549,2024-11-13,1,Vente,348717.52,100,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000E0386,0,2,Appartement,92,4,,-0.597494,44.802885
2023-100572,2024-11-08,1,Vente,74288.79,117,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000D0687,0,2,Appartement,41,1,,-0.959408,45.911443
2023-100854,2025-04-18,1,Vente,715177.63,21,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000E0981,1,1,Maison,178,7,1954,-0.606986,44.811396
2023-100290,2024-07-21,1,Vente,43384.31,134,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0821,2,2,Appartement,32,1,,0.527644,45.100095
2023-COR-V7,2024-04-28,1,Vente,,32,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000A0779,1,2,Appartement,82,3,,-0.549812,44.831892
2023-100676,2023-11-06,1,Vente,151668.67,6,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000A0891,0,2,Appartement,58,2,,-0.934694,45.912384
2023-100301,2023-12-20,1,Vente,1003561.63,12,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000D0820,0,1,Maison,193,7,1317,-0.601406,44.808652
2023-100836,2023-01-12,1,Vente,185726.54,79,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0432,0,2,Appartement,91,3,,0.534899,45.069568
2023-100662,2024-12-11,1,Vente,285841.47,27,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000D0343,0,2,Appartement,55,2,,-0.577962,44.800444
2023-100597,2023-06-04,1,Vente,216816.49,109,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000E0287,0,2,Appartement,57,2,,-0.610453,44.83156
2023-100577,2023-03-16,1,Vente,52801.19,146,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0821,0,2,Appartement,43,2,,0.553995,45.085642
2023-100356,2023-01-26,1,Vente,216249.15,154,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000C0152,1,2,Appartement,77,3,,-0.95291,45.931292
2023-100892,2024-01-23,1,Vente,368858.34,48,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000Z0886,0,1,Maison,152,6,571,-0.975622,45.97193
2023-100324,2023-10-08,1,Vente,166103.98,11,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000C0603,1,2,Appartement,89,4,,-0.928299,45.90349
2023-100736,2023-03-26,1,Vente,140692.87,147,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000A0567,0,2,Appartement,78,3,,-0.973274,45.961883
2023-100268,2025-01-11,1,Vente,72287.61,177,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0650,0,2,Appartement,54,2,,0.598485,45.124978
2023-100140,2023-08-06,1,Vente,254476.65,149,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0294,2,1,Maison,174,6,1649,0.527796,45.049056
2023-100809,2025-04-11,1,Vente,434197.61,141,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000D0939,1,1,Maison,99,3,1598,-0.542865,44.853894
2023-100160,2023-03-07,1,Vente,168893.76,4,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0261,0,2,Appartement,85,3,,0.555182,45.1166
2023-100479,2023-12-21,1,Vente,64981.6,50,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000Z0893,0,1,Maison,195,7,2350,-0.98048,45.961091
2023-100548,2024-01-18,1,Vente,136410.77,25,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0443,0,2,Appartement,80,3,,0.601414,45.08805
2023-100059,2025-02-12,1,Vente,185171.59,76,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000A0903,2,1,Maison,86,4,2199,-1.012074,45.969205
2023-100165,2024-03-30,1,Vente,247177.97,106,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0206,0,1,Maison,123,5,289,0.508512,45.072798
2023-100670,2023-12-25,1,Vente,293152.8,76,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000B0791,2,2,Appartement,88,3,,-0.596652,44.802312
2023-100447,2025-04-07,1,Vente,223806.27,66,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000Z0626,0,2,Appartement,37,2,,-0.621547,44.827986
2023-100373,2024-07-21,1,Vente,146716.41,113,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000Z0831,0,2,Appartement,83,3,,-0.96145,45.913412
2023-100112,2023-08-15,1,Vente,121843.05,7,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0027,2,1,Maison,82,3,2376,0.526652,45.066128
2023-100545,2025-04-13,1,Vente,366276.37,44,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0074,0,1,Maison,173,6,1541,0.578898,45.06899
2023-100513,2023-05-22,1,Vente,123119.01,12,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000E0362,1,2,Appartement,72,3,,-0.982937,45.922621
2023-100585,2025-04-28,1,Vente,1073084.62,98,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000C0944,1,1,Maison,189,6,463,-0.540312,44.855859
2023-100544,2024-11-13,1,Vente,235534.08,79,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000Z0919,0,2,Appartement,83,4,,-0.945432,45.980524
2023-100518,2024-09-09,1,Vente,307345.39,42,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000E0301,0,2,Appartement,76,4,,-0.539306,44.854826
2023-100652,2024-04-11,1,Vente,295543.74,153,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000B0778,1,2,Appartement,83,4,,-0.62397,44.833116
2023-100716,2024-01-04,1,Vente,80992.39,113,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0932,2,2,Appartement,48,2,,0.569811,45.086064
2023-100556,2025-01-21,1,Vente,525684.31,63,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000A0561,0,2,Appartement,88,3,,-0.598673,44.837201
2023-100096,2024-02-06,1,Vente,192419.6,175,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000A0799,1,2,Appartement,65,2,,-0.987135,45.940737
2023-100474,2023-02-21,1,Vente,21835.12,167,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000E0375,1,2,Appartement,69,3,,-0.948848,45.93555
2023-100057,2025-02-23,1,Vente,350146.3,22,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0186,0,1,Maison,163,6,2120,0.587404,45.089594
2023-100707,2023-01-22,1,Vente,155301.43,105,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000D0853,2,2,Appartement,84,3,,-0.988589,45.94106
2023-100094,2025-03-18,1,Vente,529597.92,159,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000Z0931,1,1,Maison,92,4,1878,-0.599194,44.809604
2023-100375,2023-02-13,1,Vente,318728.89,105,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0463,0,1,Maison,160,5,497,0.586482,45.063959
2023-100811,2024-10-17,1,Vente,164792.03,28,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0372,2,1,Maison,104,5,147,0.57761,45.09007
2023-100695,2023-03-15,1,Vente,365834.55,134,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000Z0395,0,1,Maison,120,4,2046,-0.991712,45.968281
2023-COR-S11,2023-01-28,1,Vente,337727.75,129,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000Z0712,2,2,Appartement,,2,,-0.56885,44.830795
2023-100486,2023-10-14,1,Vente,308373.5,141,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000D0689,0,2,Appartement,62,2,,-0.623302,44.82871
2023-100085,2024-02-24,1,Vente,319662.04,8,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000D0692,1,2,Appartement,66,2,,-0.590852,44.869645
2023-100460,2024-10-30,1,Vente,269609.02,85,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0230,1,1,Maison,192,7,819,0.565805,45.107033
2023-100407,2025-01-18,1,Vente,213369.11,25,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000A0893,0,2,Appartement,90,3,,-0.984464,45.948399
2023-100002,2024-03-24,1,Vente,158576.19,139,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000C0995,1,2,Appartement,66,3,,-0.990106,45.977111
2023-COR-T9,2023-04-20,1,Vente,170526.18,30,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000E0131,0,3,Dependance,60,3,,-0.975216,45.931858
2023-100629,2024-10-24,1,Vente,280089.92,156,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000A0684,0,2,Appartement,57,2,,-0.566151,44.847873
2023-COR-D0,,1,Vente,66041.03,111,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0030,0,2,Appartement,34,1,,0.517958,45.051955
2023-100490,2024-05-05,1,Vente,243621.13,77,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0548,2,1,Maison,116,4,1951,0.510052,45.070855
2023-COR-V14,2024-02-24,1,Vente,,8,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000D0692,1,2,Appartement,66,2,,-0.590852,44.869645
2023-100022,2025-03-17,1,Vente,228870.55,5,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0430,0,1,Maison,142,6,957,0.574926,45.063296
2023-100677,2024-09-13,1,Vente,149666.34,105,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0075,0,1,Maison,88,4,2290,0.511082,45.098597
2023-100685,2024-08-10,1,Vente,433667.35,138,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000A0596,0,1,Maison,152,5,401,-0.955627,45.927714
2023-100326,2024-11-05,1,Vente,202960.46,3,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0737,0,1,Maison,115,4,1298,0.572823,45.08527
2023-100292,2025-03-13,1,Vente,342043.37,111,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000D0746,0,2,Appartement,64,2,,-0.615297,44.859176
2023-100831,2024-09-07,1,Vente,746542.72,44,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000C0671,0,1,Maison,174,8,2126,-0.597355,44.832237
2023-100358,2025-01-10,1,Vente,247559.38,35,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000E0066,0,2,Appartement,62,2,,-0.543368,44.806116
2023-100309,2023-09-05,1,Vente,4035050.17,88,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000E0870,0,1,Maison,181,8,2351,-1.007946,45.922096
2023-100885,2025-05-11,1,Vente,256941.62,68,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000D0544,0,2,Appartement,67,2,,-0.588733,44.815125
2023-100171,2024-01-11,1,Vente,410377.72,90,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0446,0,1,Maison,196,7,2337,0.593218,45.05592
2023-100603,2023-09-22,1,Vente,461922.98,13,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000E0489,0,1,Maison,181,7,853,-0.990947,45.977923
2023-100895,2023-03-15,1,Vente,68258.36,49,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0558,0,2,Appartement,34,1,,0.574791,45.094778
2023-100582,2024-10-06,1,Vente,1070604.55,134,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000C0087,1,1,Maison,204,10,1102,-0.617376,44.822363
2023-100161,2023-02-19,1,Vente,99269.55,51,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0223,0,2,Appartement,60,3,,0.578091,45.121315
2023-100660,2024-06-17,1,Vente,439532.5,103,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000Z0896,2,2,Appartement,89,3,,-0.595069,44.874616
2023-100764,2025-04-05,1,Vente,305290.75,133,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000A0277,1,1,Maison,72,3,378,-0.544692,44.838325
2023-100511,2024-03-08,1,Vente,227394.47,174,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000E0420,0,1,Maison,106,4,2318,-0.981841,45.936969
2023-COR-T15,2023-01-27,1,Vente,58230.32,164,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0569,0,3,Dependance,39,2,,0.551379,45.102092
2023-100485,2023-07-09,1,Vente,128790.83,87,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0185,1,2,Appartement,75,3,,0.553947,45.073793
2023-100162,2023-09-28,1,Vente,164505.39,20,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0526,0,1,Maison,106,4,704,0.560047,45.067461
2023-100504,2023-10-19,1,Vente,777532.34,70,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000Z0302,0,1,Maison,154,7,694,-0.541497,44.866061
2023-COR-S10,2023-05-22,1,Vente,123119.01,12,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000E0362,1,2,Appartement,0,3,,-0.982937,45.922621
2023-100089,2024-03-07,2,Vente,124184.04,126,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0778,0,2,Appartement,54,3,,-1.000793,45.934206
2023-100475,2023-09-16,1,Vente,271841.55,175,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000D0210,1,1,Maison,81,3,1555,-0.625443,44.815441
2023-100181,2023-01-27,1,Vente,85911.96,61,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0204,0,2,Appartement,68,3,,0.597626,45.061045
2023-100288,2024-06-08,1,Vente,953855.03,93,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000D0583,2,1,Maison,182,7,1068,-0.536125,44.861298
2023-100813,2023-06-28,1,Vente,299926.43,146,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0845,1,1,Maison,145,5,2137,0.507989,45.098398
2023-100138,2023-04-03,1,Vente,304478.43,147,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000C0378,1,1,Maison,128,6,2383,-0.942296,45.980293
2023-100042,2023-05-01,1,Vente,262896.6,108,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000E0890,0,1,Maison,108,4,1625,-0.961692,45.957108
2023-100594,2024-09-24,1,Vente,162484.72,96,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000B0547,0,2,Appartement,48,2,,-0.56015,44.858434
2023-100063,2025-04-09,1,Vente,87424.53,120,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000B0790,0,2,Appartement,36,2,,-0.970075,45.965887
2023-100655,2025-03-06,1,Vente,916296.04,16,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000B0718,0,1,Maison,165,5,1014,-0.591462,44.858159
2023-100589,2023-06-08,1,Vente,404339.85,54,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000C0587,2,1,Maison,105,5,2361,-0.566793,44.860103
2023-100888,2024-10-11,1,Vente,48717.48,78,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000D0529,2,1,Maison,154,6,2235,-0.61993,44.834877
2023-100025,2025-01-05,1,Vente,80528.01,124,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000E0982,2,2,Appartement,47,2,,-0.948206,45.919086
2023-100201,2024-04-07,1,Vente,144843.86,134,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000C0777,0,2,Appartement,34,1,,-0.595769,44.810242
2023-100497,2024-09-25,1,Vente,490579.11,71,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000D0211,2,1,Maison,207,7,1671,-0.976786,45.904526
2023-100553,2024-03-07,1,Vente,292583.84,111,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0387,0,1,Maison,186,8,514,0.517676,45.063877
2023-100388,2023-04-03,1,Vente,128830.48,163,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000Z0719,1,2,Appartement,47,2,,-1.004405,45.924271
2023-100231,2025-06-02,1,Vente,1289126.93,10,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000B0978,2,2,Appartement,85,4,,-0.934158,45.925562
2023-100488,2023-10-17,1,Vente,295909.76,91,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000E0129,0,1,Maison,133,6,1658,-0.992627,45.961064
2023-100564,2024-06-26,1,Vente,199527.41,4,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000A0711,0,2,Appartement,88,4,,-0.980246,45.974831
2023-COR-V4,2024-11-08,1,Vente,,169,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000Z0982,0,2,Appartement,35,1,,-0.583369,44.823838
2023-100763,2023-07-23,1,Vente,119165.41,2,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0297,1,2,Appartement,72,2,,0.522824,45.070988
2023-100768,2024-08-10,1,Vente,85810.01,23,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000D0409,0,2,Appartement,33,1,,-0.935663,45.91216
2023-COR-T5,2023-11-23,1,Vente,163365.29,132,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0689,1,4,Local industriel. commercial ou assimile,101,4,1473,0.558824,45.08127
2023-100550,2023-12-09,1,Vente,374599.18,162,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000A0362,2,2,Appartement,71,2,,-0.541242,44.836926
2023-100690,2024-04-27,1,Vente,517906.89,35,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000C0709,0,1,Maison,179,6,2362,-0.971283,45.935569
2023-100391,2024-10-21,1,Vente,83673.02,28,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0848,1,2,Appartement,42,2,,0.515001,45.086856
2023-100032,2023-09-25,1,Vente,134361.93,95,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000C0509,0,2,Appartement,55,2,,-0.95656,45.944496
2023-100376,2024-03-24,1,Vente,168541.99,150,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000C0767,0,2,Appartement,82,3,,-0.944154,45.916777
2023-100505,2023-05-01,1,Vente,205401.55,155,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000E0126,0,1,Maison,96,4,1657,-0.931957,45.910191
2023-100720,2023-12-07,1,Vente,157319.09,83,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0428,0,1,Maison,99,4,2152,0.590312,45.05784
2023-100561,2023-01-13,1,Vente,61777.83,3,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0433,0,2,Appartement,30,1,,0.562795,45.092877
2023-100636,2024-07-23,1,Vente,72858.89,8,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0669,0,2,Appartement,34,1,,0.562494,45.099634
2023-100394,2025-05-03,1,Vente,479945.86,60,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0426,0,1,Maison,161,5,745,-0.945566,45.923351
2023-100147,2023-08-05,1,Vente,94553.47,40,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0572,0,2,Appartement,55,2,,-0.994834,45.913256
2023-100000,2024-03-18,1,Vente,209751.51,171,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000A0408,1,2,Appartement,89,4,,-0.92962,45.938791
2023-100202,2024-06-02,1,Vente,187621.6,101,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000D0101,0,2,Appartement,33,1,,-0.556325,44.829653
2023-100587,2024-07-10,1,Vente,300074.74,142,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000B0695,0,2,Appartement,78,3,,-0.595312,44.808218
2023-100013,2024-12-04,1,Vente,251671.2,31,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000Z0084,2,2,Appartement,41,2,,-0.576861,44.859701
2023-COR-S16,2024-10-31,1,Vente,336289.94,59,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000Z0759,0,1,Maison,0,3,622,-0.625316,44.857687
2023-100041,2023-04-14,1,Vente,78659.66,178,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0108,0,2,Appartement,44,2,,0.57341,45.082176
2023-100310,2023-11-02,1,Vente,428174.91,55,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0809,2,1,Maison,195,8,1093,0.510919,45.083265
2023-100214,2024-10-03,1,Vente,311385.43,85,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000Z0747,2,2,Appartement,58,2,,-0.565334,44.819643
2023-100291,2024-06-03,1,Vente,143956.25,154,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000E0753,0,1,Maison,72,3,1909,-1.005668,45.965146
2023-COR-S20,2024-10-22,1,Vente,179971.59,150,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0937,0,1,Maison,-12,4,481,-0.968545,45.911979
2023-100423,2023-12-07,1,Vente,83049.53,114,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0142,0,2,Appartement,43,1,,0.516822,45.059123
2023-100453,2024-03-06,1,Vente,487179.02,157,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000Z0585,2,2,Appartement,91,3,,-0.562867,44.835945
2023-COR-V1,2024-03-03,1,Vente,,58,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000Z0743,1,2,Appartement,59,2,,-0.55296,44.839571
2023-100842,2024-06-20,1,Vente,67871.6,55,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0479,1,2,Appartement,47,2,,0.507375,45.113226
2023-100502,2024-07-22,1,Vente,318391.43,63,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000C0171,2,2,Appartement,72,3,,-0.558797,44.854635
2023-100302,2024-07-14,1,Vente,568640.05,40,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000C0642,0,1,Maison,168,7,536,-0.606668,44.806384
2023-100101,2024-04-14,1,Vente,310892.8,130,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000A0763,0,1,Maison,146,5,1751,-0.932902,45.915402
2023-100121,2023-06-01,1,Vente,117370.6,175,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0941,0,2,Appartement,93,4,,0.534812,45.088402
2023-100855,2024-12-22,1,Vente,215550.09,85,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0022,2,1,Maison,101,3,196,0.601619,45.07634
2023-100880,2024-09-20,1,Vente,285274.17,162,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0344,2,1,Maison,202,8,997,0.552305,45.119049
2023-100771,2024-07-04,1,Vente,140071.28,116,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0737,0,1,Maison,82,3,1546,0.555792,45.07975
2023-100261,2025-05-10,1,Vente,209666.04,54,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000B0914,0,1,Maison,95,4,1678,-0.918927,45.907596
2023-100270,2024-08-15,1,Vente,82556.57,127,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000Z0845,0,2,Appartement,32,1,,-0.985704,45.92109
2023-100331,2023-04-26,1,Vente,273121.14,59,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000B0516,0,2,Appartement,51,2,,-0.572527,44.867223
2023-100190,2023-10-25,1,Vente,100288.85,55,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000A0491,0,2,Appartement,37,2,,-1.000264,45.911722
2023-100739,2024-04-16,1,Vente,661754.03,173,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000Z0765,1,1,Maison,144,5,2005,-0.554371,44.828568
2023-100728,2024-03-06,1,Vente,166199.29,131,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000E0904,0,2,Appartement,80,4,,-0.921109,45.917812
2023-100457,2023-03-07,1,Vente,545956.47,175,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000D0311,0,2,Appartement,95,4,,-0.57451,44.860912
2023-100769,2023-05-27,1,Vente,223760.24,94,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000Z0717,0,2,Appartement,73,3,,-0.971762,45.918373
2023-100339,2024-10-19,1,Vente,356440.2,5,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000C0632,0,1,Maison,174,6,2228,-0.966979,45.919316
